登録番号,状態,複本,受入日付,タイトル (巻・版),シリーズ,著者,出版者,出版年,ISBN,頁数,大きさ,定価,請求記号,資料区分,受入区分,受入価格,現在の配架,配架場所,一時配架,貸出区分,備考,貸出累計,タグ
183864,不明,,2006/4/19 0:00,ドラゴン桜 ２　2,モーニングＫＣ　2,三田紀房,講談社,2004/1/1,4-06-328927-3,1,19,514,726-ﾐﾄﾞ-2,図書,購入,514,図書室,図書室,,一般貸出,第７刷,1,
183871,不明,,2006/4/19 0:00,ドラゴン桜 ３　3,モーニングＫＣ　3,三田紀房,講談社,2004/4/1,4-06-328948-6,1,19,514,726-ﾐﾄﾞ-3,図書,購入,514,図書室,図書室,,一般貸出,第５刷,2,
183888,在架,,2006/4/19 0:00,ドラゴン桜 ４　4,モーニングＫＣ　4,三田紀房,講談社,2004/7/1,4-06-328966-4,1,19,514,726-ﾐﾄﾞ-4,図書,購入,514,図書室,図書室,,一般貸出,第４刷,1,
183987,在架,,2006/4/19 0:00,きみに読む物語,,ニコラス・スパークス,アーティストハウス,2004/12/1,,253,20,1400,933-ｽｷ,図書,購入,1400,図書室,図書室,,一般貸出,,0,
183994,在架,,2006/4/19 0:00,ガール,,奥田英朗,講談社,2006/1/1,4-06-213289-3,253,19,1400,913-ｵｶﾞ,図書,購入,1400,図書室,図書室,,一般貸出,,0,
184007,在架,,2006/4/19 0:00,翼の折れた天使たち　空,,Ｙｏｓｈｉ,双葉社,2006/2/20,,163,20,1143,913-ﾖﾂ,図書,購入,1143,図書室,図書室,,一般貸出,,0,
184014,在架,,2006/4/19 0:00,翼の折れた天使たち　海,,Ｙｏｓｈｉ,双葉社,2006/2/20,,163,20,1143,913-ﾖﾂ,図書,購入,1143,図書室,図書室,,一般貸出,,0,
184021,在架,,2006/4/19 0:00,カレとカノジョと召喚魔法 ５　5,電撃文庫　5,上月司,メディアワークス,2005/12/1,,271,15,550,913-ｺｶ-5,図書,購入,550,文庫スタンド,文庫スタンド,,一般貸出,,1,
184038,在架,,2006/4/19 0:00,バッカーノ！１９３３　上,電撃文庫,成田良悟,メディアワークス,2004/9/1,,275,15,570,913-ﾅﾊﾞ,図書,購入,570,文庫スタンド,文庫スタンド,,一般貸出,,1,
184045,除籍,,2006/4/19 0:00,ビートのディシプリン Ｓｉｄｅ４　4,電撃文庫　4,上遠野浩平,メディアワークス,2005/8/1,4-8402-3120-6,331,15,570,913-ｶﾋﾞ-4,図書,購入,570,文庫スタンド,文庫スタンド,,一般貸出,,0,
184052,在架,,2006/4/19 0:00,エルデスト 上　1,ドラゴンライダー　1,クリストファー・パオリーニ,ソニー・マガジンズ,2005/11/1,4-7897-2708-4,533,22,1800,933-ﾊﾟｴ-1,図書,購入,1800,図書室,図書室,,一般貸出,,1,
184069,在架,,2006/4/19 0:00,エルデスト 下　2,ドラゴンライダー　2,クリストファー・パオリーニ,ソニー・マガジンズ,2005/11/1,4-7897-2709-2,501,22,1800,933-ﾊﾟｴ-2,図書,購入,1800,図書室,図書室,,一般貸出,,0,
184168,在架,子,2006/4/19 0:00,チョコレートコスモス,,恩田陸,毎日新聞社,2006/3/21,9.78E+14,516,20,1600,913-ｵ,図書,購入,1600,図書室,図書室,,一般貸出,,2,
184175,在架,,2006/4/19 0:00,日はまた昇る,,ビル・エモット,草思社,2006/2/1,4-7942-1473-1,158,20,1200,332-ｴﾋ,図書,購入,1200,図書室,図書室,,一般貸出,,0,
184182,在架,,2006/4/19 0:00,バッカーノ！１９３３ 下　2,電撃文庫　2,成田良悟,メディアワークス,2004/11/1,4-8402-2850-7,420,15,690,913-ﾅﾊﾞ-2,図書,購入,690,文庫スタンド,文庫スタンド,,一般貸出,,1,
184199,在架,子,2006/4/19 0:00,華麗なる食卓 ２０　20,ヤングジャンプ・コミックス　20,ふなつ一輝,集英社,2006/4/24,9.78E+14,188,19,505,726-ﾌｶ-20,図書,購入,505,図書室,図書室,,一般貸出,,0,
184205,在架,,2006/4/19 0:00,その日のまえに,,重松清,文芸春秋,2005/8/1,4-16-324210-4,292,20,1429,913-ｼｿ,図書,購入,1429,図書室,図書室,,一般貸出,,0,
184212,在架,,2006/4/19 0:00,Ｄ：ハリー・ポッターとアズカバンの囚人,,,ワーナーホームビデオ,,,142,,16000,,図書,購入,16000,司書室,司書室,,一般貸出,,0,
184229,在架,子,2006/4/27 0:00,六道の辻に鬼の哭く,角川ビーンズ文庫  篁破幻草子,結城光流,角川書店,2006/4/1,9.78E+14,250,15,476,913-ﾕｼ,図書,購入,476,文庫スタンド,文庫スタンド,,一般貸出,,1,
184236,除籍,,2006/4/27 0:00,燃えるワン・マン・フォース,富士見ファンタジア文庫  フルメタル・パニック！,賀東招二,富士見書房,2006/1/25,9.78E+14,298,15,520,913-ｶﾞﾓ,図書,購入,520,文庫スタンド,文庫スタンド,,一般貸出,,0,
184243,在架,,2006/4/27 0:00,カレとカノジョと召喚魔法 ６　6,電撃文庫　6,上月司,メディアワークス,2006/3/1,4-8402-3352-7,311,15,590,913-ｺｶ-6,図書,購入,590,文庫スタンド,文庫スタンド,,一般貸出,,1,
184250,在架,子,2006/4/27 0:00,キーリ ９　9,電撃文庫　9,壁井ユカコ,メディアワークス,2006/4/25,9.78E+14,262,15,550,913-ｶｷ-9,図書,購入,550,文庫スタンド,文庫スタンド,,一般貸出,,0,
184267,在架,子,2006/4/27 0:00,灼眼のシャナ １２　12,電撃文庫　12,高橋弥七郎,メディアワークス,2006/2/1,9.78E+14,253,15,550,913-ﾀｼ-12,図書,購入,550,文庫スタンド,文庫スタンド,,一般貸出,,0,
184274,在架,子,2006/4/27 0:00,蒼炎の輪舞,ダークローズプリンセス,榎木洋子,角川書店,2006/4/1,9.78E+14,176,15,438,913-ｴｿ,図書,購入,438,文庫スタンド,文庫スタンド,,一般貸出,,1,
184281,在架,,2006/4/27 0:00,モンテ・クリスト伯 １　1,岩波文庫　1,アレクサンドル・デュマ,岩波書店,1979/1/1,4-00-325331-0,353,15,300,953-ﾃﾞﾓ-1,図書,購入,300,文庫スタンド,文庫スタンド,,一般貸出,,0,
184298,在架,,2006/4/27 0:00,モンテ・クリスト伯 ２　2,岩波文庫　2,アレクサンドル・デュマ,岩波書店,1982/1/1,4-00-325332-9,356,15,300,953-ﾃﾞﾓ-2,図書,購入,300,文庫スタンド,文庫スタンド,,一般貸出,,0,
184304,在架,,2006/4/27 0:00,モンテ・クリスト伯 ３　3,岩波文庫　3,アレクサンドル・デュマ,岩波書店,1979/1/1,4-00-325333-7,335,15,300,953-ﾃﾞﾓ-3,図書,購入,300,文庫スタンド,文庫スタンド,,一般貸出,,0,
184311,在架,,2006/4/27 0:00,モンテ・クリスト伯 ４　4,岩波文庫　4,アレクサンドル・デュマ,岩波書店,1979/1/1,4-00-325334-5,333,15,300,953-ﾃﾞﾓ-4,図書,購入,300,文庫スタンド,文庫スタンド,,一般貸出,,0,
184328,在架,,2006/4/27 0:00,モンテ・クリスト伯 ５　5,岩波文庫　5,アレクサンドル・デュマ,岩波書店,1979/1/1,4-00-325335-3,353,15,300,953-ﾃﾞﾓ-5,図書,購入,300,文庫スタンド,文庫スタンド,,一般貸出,,0,
184335,在架,,2006/4/27 0:00,モンテ・クリスト伯 ６　6,岩波文庫　6,アレクサンドル・デュマ,岩波書店,1979/1/1,4-00-325336-1,361,15,300,953-ﾃﾞﾓ-6,図書,購入,300,文庫スタンド,文庫スタンド,,一般貸出,,0,
184342,在架,,2006/4/27 0:00,モンテ・クリスト伯 ７　7,岩波文庫　7,アレクサンドル・デュマ,岩波書店,1979/1/1,4-00-325337-X,366,15,300,953-ﾃﾞﾓ-7,図書,購入,300,文庫スタンド,文庫スタンド,,一般貸出,,0,
184359,在架,,2006/4/27 0:00,おとなの小論文教室。,,山田ズーニー,河出書房新社,2006/1/1,4-309-01744-4,237,19,1300,816-ﾔｵ,図書,購入,1300,図書室,図書室,,一般貸出,,0,
184366,在架,,2006/4/27 0:00,海外生活の手引き １　1,1,外務省外務報道官,世界の動き社,1999/3/1,4-88112-820-5,347,19,2330,290-ｶ-1,図書,購入,2330,図書室,図書室,,一般貸出,,0,
184373,在架,,2006/4/27 0:00,海外生活の手引き ２　2,2,世界の動き社,世界の動き社,2000/3/1,4-88112-825-6,417,19,2330,290-ｶ-2,図書,購入,2330,図書室,図書室,,一般貸出,,0,
184380,在架,,2006/4/27 0:00,海外生活の手引き ３　3,3,世界の動き社,世界の動き社,2000/3/1,4-88112-826-4,355,19,2330,290-ｶ-3,図書,購入,2330,図書室,図書室,,一般貸出,,0,
184397,在架,,2006/4/27 0:00,海外生活の手引き ４　4,4,世界の動き社,世界の動き社,2001/3/1,4-88112-832-9,352,19,2330,290-ｶ-4,図書,購入,2330,図書室,図書室,,一般貸出,,0,
184403,在架,,2006/4/27 0:00,海外生活の手引き １７　17,17,世界の動き社,世界の動き社,2003/3/1,4-88112-839-6,434,19,2330,290-ｶ-17,図書,購入,2330,図書室,図書室,,一般貸出,,0,
184496,在架,,2006/4/27 0:00,原発を考える５０話,岩波ジュニア新書,西尾漠,岩波書店,2006/2/1,4-00-500529-2,215,18,780,543-ﾆｹﾞ,図書,購入,780,岩波ジュニア新書,岩波ジュニア新書,,一般貸出,,0,
184502,在架,,2006/4/27 0:00,ソウルで学ぼう,岩波ジュニア新書,水野俊平,岩波書店,2006/2/1,4-00-500528-4,204,18,840,292-ﾐｿ,図書,購入,840,岩波ジュニア新書,岩波ジュニア新書,,一般貸出,,0,
184519,在架,,2006/4/27 0:00,Ｄ：ハウルの動く城,,,ブエナ　ビスタ　ホーム　エンターテインメント,,,119,,12500,,図書,購入,12500,司書室,司書室,,一般貸出,,0,
184526,在架,,2006/5/1 0:00,虫師 ７　7,アフタヌーンＫＣ　7,漆原友紀,講談社,2006/2/1,4-06-314404-6,0,19,590,726-ｳﾑ-7,図書,購入,590,図書室,図書室,,一般貸出,,0,
184533,在架,子,2006/5/1 0:00,聖獣王の花嫁,コバルト文庫,高遠砂夜,集英社,2006/4/10,9.78E+14,240,15,476,913-ﾀｸ,図書,購入,476,文庫スタンド,文庫スタンド,,一般貸出,,0,
184540,在架,,2006/5/1 0:00,ライオンと魔女,ナルニア国物語,Ｃ．Ｓ．ルイス,岩波書店,2005/5/1,4-00-116371-3,235,18,1300,933-ﾙﾗ,図書,購入,1300,図書室,図書室,,一般貸出,,1,
184557,在架,,2006/5/1 0:00,カスピアン王子のつのぶえ,ナルニア国物語,Ｃ．Ｓ．ルイス,岩波書店,2005/7/1,4-00-116372-1,281,18,1400,933-ﾙｶ,図書,購入,1400,図書室,図書室,,一般貸出,,1,
184564,在架,,2006/5/1 0:00,朝びらき丸東の海へ,ナルニア国物語,Ｃ．Ｓ．ルイス,岩波書店,2005/7/1,4-00-116373-X,310,18,1500,933-ﾙｱ,図書,購入,1500,図書室,図書室,,一般貸出,,1,
184571,在架,,2006/5/1 0:00,銀のいす,ナルニア国物語,Ｃ．Ｓ．ルイス,岩波書店,2005/9/1,4-00-116374-8,307,18,1500,933-ﾙｷﾞ,図書,購入,1500,図書室,図書室,,一般貸出,,1,
184670,在架,,2006/5/1 0:00,古典文学解釈講座第７巻　枕草子一　7,7,菅野雅雄,三友社,2005/6/20,,527,23,8400,918-ｽ-7,図書,購入,8400,図書室,図書室,,一般貸出,,0,
184687,在架,,2006/5/1 0:00,古典文学解釈講座第８巻　枕草子二　8,8,菅野雅雄,三友社,2005/6/20,,524,23,8400,918-ｽ-8,図書,購入,8400,図書室,図書室,,一般貸出,,0,
184694,在架,,2006/5/1 0:00,古典文学解釈講座第９巻　徒然草一　9,9,菅野雅雄,三友社,2005/6/20,,479,23,8400,918-ｽ-9,図書,購入,8400,図書室,図書室,,一般貸出,,1,
184700,在架,,2006/5/1 0:00,古典文学解釈講座第１０巻　徒然草二　方丈記　正法眼蔵随聞記　10,10,菅野雅雄,三友社,2005/6/20,,479,23,8400,918-ｽ-10,図書,購入,8400,図書室,図書室,,一般貸出,,1,
184717,在架,,2006/5/1 0:00,古典文学解釈講座第１１巻　日記文学集　11,11,菅野雅雄,三友社,2005/6/20,,542,23,8400,918-ｽ-11,図書,購入,8400,図書室,図書室,,一般貸出,,1,
184724,在架,,2006/5/1 0:00,古典文学解釈講座第１２巻　大鏡　今鏡　　12,12,菅野雅雄,三友社,2005/6/20,,470,23,8400,918-ｽ-12,図書,購入,8400,図書室,図書室,,一般貸出,,1,
184731,在架,,2006/5/1 0:00,古典文学解釈講座第１３巻　王朝物語集　13,13,菅野雅雄,三友社,2005/6/20,,472,23,8400,918-ｽ-13,図書,購入,8400,図書室,図書室,,一般貸出,,1,
184748,在架,,2006/5/1 0:00,古典文学解釈講座第１４巻　平家物語　太平記　14,14,菅野雅雄,三友社,2005/6/20,,583,23,8400,918-ｽ-14,図書,購入,8400,図書室,図書室,,一般貸出,,1,
184755,在架,,2006/5/1 0:00,古典文学解釈講座第１５巻　古代・中世説話集　15,15,菅野雅雄,三友社,2005/6/20,,734,23,8400,918-ｽ-15,図書,購入,8400,図書室,図書室,,一般貸出,,1,
183895,在架,,2006/4/19 0:00,ドラゴン桜 ５　5,モーニングＫＣ　5,三田紀房,講談社,2004/10/1,4-06-328986-9,1,19,514,726-ﾐﾄﾞ-5,図書,購入,514,図書室,図書室,,一般貸出,第３刷,1,
183901,在架,,2006/4/19 0:00,ドラゴン桜 ６　6,モーニングＫＣ　6,三田紀房,講談社,2005/1/1,4-06-372408-5,1,19,514,726-ﾐﾄﾞ-6,図書,購入,514,図書室,図書室,,一般貸出,第２刷,1,
183918,在架,,2006/4/19 0:00,ドラゴン桜 ７　7,モーニングＫＣ　7,三田紀房,講談社,2005/4/1,4-06-372426-3,1,19,514,726-ﾐﾄﾞ-7,図書,購入,514,図書室,図書室,,一般貸出,,1,
183925,在架,,2006/4/19 0:00,ドラゴン桜 ８　8,モーニングＫＣ　8,三田紀房,講談社,2005/6/1,4-06-372442-5,1,19,514,726-ﾐﾄﾞ-8,図書,購入,514,図書室,図書室,,一般貸出,第２刷,1,
183932,在架,,2006/4/19 0:00,ドラゴン桜 ９　9,モーニングＫＣ　9,三田紀房,講談社,2005/7/1,4-06-372450-6,220,19,514,726-ﾐﾄﾞ-9,図書,購入,514,図書室,図書室,,一般貸出,,1,
183949,在架,,2006/4/19 0:00,ドラゴン桜 １０　10,モーニングＫＣ　10,三田紀房,講談社,2005/9/21,,206,19,514,726-ﾐﾄﾞ-10,図書,購入,514,図書室,図書室,,一般貸出,,1,
183956,在架,,2006/4/19 0:00,ドラゴン桜 １１　11,モーニングＫＣ　11,三田紀房,講談社,2005/12/22,,212,19,514,726-ﾐﾄﾞ-11,図書,購入,514,図書室,図書室,,一般貸出,,2,
183963,在架,,2006/4/19 0:00,凍りのくじら,講談社ノベルス,辻村深月,講談社,2005/11/1,4-06-182458-9,370,18,990,913-ﾂｺ,図書,購入,990,図書室,図書室,,一般貸出,,0,
183970,在架,,2006/4/19 0:00,ああ息子,,西原理恵子+母さんズ,毎日新聞社,2005/12/11,,153,18,838,599-ｻ,図書,購入,838,図書室,図書室,,一般貸出,,0,
184076,在架,子,2006/4/19 0:00,キーリ ８　8,電撃文庫　8,壁井ユカコ,メディアワークス,2006/2/25,9.78E+14,284,15,550,913-ｶｷ-8,図書,購入,550,文庫スタンド,文庫スタンド,,一般貸出,,0,
184083,在架,,2006/4/19 0:00,リリアとトレイズ ３　3,電撃文庫　3,時雨沢恵一,メディアワークス,2006/3/25,,249,15,510,913-ｼﾘ-3,図書,購入,510,文庫スタンド,文庫スタンド,,一般貸出,,1,
184090,在架,子,2006/4/19 0:00,ドラゴン桜 １２　12,モーニングＫＣ　12,三田紀房,講談社,2006/3/23,9.78E+14,1,19,514,726-ﾐﾄﾞ-12,図書,購入,514,図書室,図書室,,一般貸出,,2,
184106,在架,子,2006/4/19 0:00,プルートウ ３　3,ビッグコミックス　3,浦沢直樹,小学館,2006/5/1,9.78E+14,196,18,524,726-ｳﾌﾟ-3,図書,購入,524,司書室,司書室,,一般貸出,欧文タイトル：ＰＬＵＴＯ,0,
184113,除籍,,2006/4/19 0:00,姫神さまに願いを 様々果恋草子,コバルト文庫,藤原真莉,集英社,2005/11/1,4-08-600667-7,244,15,476,913-ﾌﾋ,図書,購入,476,文庫スタンド,文庫スタンド,,一般貸出,,0,
184120,在架,,2006/4/19 0:00,姫神さまに願いを 形見の夢標,コバルト文庫,藤原真莉,集英社,2006/1/10,,294,15,533,913-ﾌﾋ,図書,購入,533,文庫スタンド,文庫スタンド,,一般貸出,,0,
184137,在架,,2006/4/19 0:00,国家の品格,新潮新書,藤原正彦,新潮社,2005/11/1,4-10-610141-6,191,18,680,304-ﾌｺ,図書,購入,680,図書室,図書室,,一般貸出,,1,
